Frequencies,Input,Output
2800,2.39,2.29
2800,2.39,2.36
2800,2.28,2.42
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.38
2800,2.28,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.48
2800,2.29,2.42
2800,2.31,2.26
2800,2.39,2.31
2800,2.37,2.47
2800,2.29,2.41
2800,2.31,2.27
2800,2.38,2.31
2800,2.36,2.45
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.46
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.29,2.44
2800,2.29,2.38
2800,2.39,2.28
2800,2.39,2.34
2800,2.30,2.44
2800,2.29,2.37
2800,2.39,2.30
2800,2.39,2.37
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.39,2.47
2800,2.29,2.42
2800,2.31,2.26
2800,2.38,2.30
2800,2.38,2.46
2800,2.29,2.41
2800,2.30,2.27
2800,2.38,2.32
2800,2.37,2.45
2800,2.29,2.41
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.46
2800,2.30,2.39
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.45
2800,2.31,2.40
2800,2.32,2.28
2800,2.38,2.35
2800,2.29,2.44
2800,2.29,2.39
2800,2.38,2.28
2800,2.39,2.36
2800,2.29,2.43
2800,2.29,2.38
2800,2.39,2.30
2800,2.38,2.35
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.31,2.25
2800,2.39,2.32
2800,2.37,2.47
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.31
2800,2.37,2.45
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.31,2.39
2800,2.39,2.28
2800,2.40,2.35
2800,2.30,2.45
2800,2.30,2.39
2800,2.39,2.29
2800,2.39,2.36
2800,2.29,2.42
2800,2.30,2.38
2800,2.39,2.29
2800,2.38,2.37
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.38,2.32
2800,2.37,2.46
2800,2.29,2.41
2800,2.31,2.27
2800,2.38,2.32
2800,2.37,2.46
2800,2.30,2.40
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.46
2800,2.31,2.39
2800,2.33,2.28
2800,2.38,2.35
2800,2.29,2.45
2800,2.28,2.39
2800,2.38,2.28
2800,2.39,2.34
2800,2.30,2.44
2800,2.29,2.37
2800,2.39,2.29
2800,2.39,2.35
2800,2.29,2.43
2800,2.29,2.37
2800,2.39,2.30
2800,2.38,2.46
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.30
2800,2.38,2.46
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.31
2800,2.37,2.46
2800,2.29,2.41
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.46
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.31,2.39
2800,2.32,2.27
2800,2.37,2.35
2800,2.28,2.44
2800,2.29,2.39
2800,2.38,2.29
2800,2.39,2.36
2800,2.29,2.43
2800,2.29,2.37
2800,2.39,2.29
2800,2.39,2.36
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.37,2.46
2800,2.29,2.41
2800,2.31,2.26
2800,2.39,2.32
2800,2.37,2.46
2800,2.30,2.41
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.35,2.44
2800,2.31,2.39
2800,2.39,2.29
2800,2.40,2.35
2800,2.30,2.44
2800,2.29,2.38
2800,2.39,2.28
2800,2.39,2.35
2800,2.29,2.43
2800,2.29,2.38
2800,2.39,2.30
2800,2.38,2.37
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.31
2800,2.37,2.47
2800,2.29,2.41
2800,2.32,2.27
2800,2.38,2.33
2800,2.37,2.46
2800,2.30,2.40
2800,2.32,2.28
2800,2.38,2.33
2800,2.36,2.46
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.29,2.45
2800,2.28,2.39
2800,2.38,2.28
2800,2.39,2.35
2800,2.29,2.44
2800,2.28,2.38
2800,2.39,2.30
2800,2.39,2.36
2800,2.28,2.42
2800,2.29,2.38
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.38,2.31
2800,2.38,2.46
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.32
2800,2.37,2.46
2800,2.30,2.41
2800,2.32,2.27
2800,2.39,2.33
2800,2.37,2.46
2800,2.31,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.29,2.44
2800,2.28,2.38
2800,2.38,2.28
2800,2.39,2.35
2800,2.29,2.43
2800,2.29,2.38
2800,2.39,2.30
2800,2.38,2.36
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.30
2800,2.38,2.48
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.32,2.27
2800,2.38,2.32
2800,2.37,2.45
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.46
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.39,2.28
2800,2.39,2.33
2800,2.30,2.44
2800,2.29,2.39
2800,2.39,2.29
2800,2.39,2.36
2800,2.28,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.36
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.30
2800,2.38,2.48
2800,2.29,2.42
2800,2.31,2.26
2800,2.39,2.31
2800,2.37,2.46
2800,2.30,2.41
2800,2.31,2.27
2800,2.38,2.33
2800,2.37,2.45
2800,2.30,2.40
2800,2.32,2.26
2800,2.38,2.34
2800,2.36,2.44
2800,2.30,2.39
2800,2.32,2.28
2800,2.37,2.33
2800,2.28,2.45
2800,2.28,2.39
2800,2.38,2.28
2800,2.39,2.35
2800,2.30,2.44
2800,2.29,2.38
2800,2.39,2.31
2800,2.39,2.36
2800,2.28,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.39,2.47
2800,2.29,2.43
2800,2.31,2.26
2800,2.39,2.32
2800,2.38,2.47
2800,2.29,2.41
2800,2.31,2.27
2800,2.39,2.32
2800,2.37,2.46
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.33
2800,2.36,2.46
2800,2.30,2.40
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.44
2800,2.30,2.39
2800,2.32,2.28
2800,2.37,2.34
2800,2.28,2.44
2800,2.28,2.38
2800,2.38,2.29
2800,2.39,2.35
2800,2.28,2.43
2800,2.29,2.37
2800,2.39,2.30
2800,2.39,2.37
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.31
2800,2.39,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.31
2800,2.38,2.47
2800,2.30,2.41
2800,2.31,2.26
2800,2.39,2.32
2800,2.36,2.45
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.32
2800,2.35,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.33
2800,2.35,2.45
2800,2.30,2.38
2800,2.39,2.28
2800,2.39,2.34
2800,2.30,2.45
2800,2.29,2.38
2800,2.39,2.29
2800,2.39,2.36
2800,2.29,2.42
2800,2.30,2.38
2800,2.39,2.30
2800,2.39,2.38
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.31
2800,2.37,2.46
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.32
2800,2.36,2.46
2800,2.30,2.40
2800,2.32,2.28
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.39
2800,2.33,2.28
2800,2.38,2.34
2800,2.28,2.44
2800,2.28,2.39
2800,2.39,2.28
2800,2.39,2.35
2800,2.30,2.44
2800,2.30,2.38
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.48
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.41
2800,2.31,2.26
2800,2.39,2.31
2800,2.37,2.46
2800,2.29,2.41
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.46
2800,2.30,2.40
2800,2.32,2.28
2800,2.38,2.33
2800,2.35,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.35
2800,2.29,2.45
2800,2.29,2.39
2800,2.38,2.29
2800,2.39,2.36
2800,2.29,2.44
2800,2.29,2.37
2800,2.39,2.30
2800,2.38,2.36
2800,2.29,2.43
2800,2.30,2.38
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.41
2800,2.31,2.25
2800,2.39,2.32
2800,2.38,2.46
2800,2.29,2.41
2800,2.31,2.27
2800,2.38,2.32
2800,2.37,2.46
2800,2.30,2.41
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.46
2800,2.31,2.39
2800,2.39,2.28
2800,2.40,2.35
2800,2.30,2.44
2800,2.29,2.38
2800,2.39,2.29
2800,2.39,2.36
2800,2.28,2.42
2800,2.29,2.37
2800,2.39,2.30
2800,2.38,2.37
2800,2.29,2.43
2800,2.30,2.26
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.31,2.26
2800,2.39,2.31
2800,2.37,2.46
2800,2.30,2.42
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.46
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.46
2800,2.31,2.39
2800,2.33,2.28
2800,2.38,2.33
2800,2.29,2.44
2800,2.29,2.38
2800,2.39,2.28
2800,2.39,2.36
2800,2.30,2.44
2800,2.29,2.38
2800,2.39,2.31
2800,2.39,2.35
2800,2.29,2.43
2800,2.30,2.36
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.41
2800,2.31,2.27
2800,2.38,2.31
2800,2.37,2.46
2800,2.29,2.41
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.46
2800,2.31,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.37,2.34
2800,2.29,2.45
2800,2.28,2.38
2800,2.38,2.28
2800,2.39,2.35
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.29
2800,2.39,2.35
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.30
2800,2.38,2.37
2800,2.29,2.41
2800,2.31,2.25
2800,2.39,2.31
2800,2.37,2.46
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.32
2800,2.37,2.46
2800,2.30,2.40
2800,2.32,2.28
2800,2.38,2.33
2800,2.36,2.46
2800,2.30,2.39
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.39,2.29
2800,2.39,2.35
2800,2.30,2.45
2800,2.29,2.38
2800,2.39,2.29
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.37
2800,2.29,2.43
2800,2.30,2.25
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.31,2.26
2800,2.39,2.31
2800,2.37,2.47
2800,2.30,2.41
2800,2.31,2.26
2800,2.38,2.32
2800,2.37,2.46
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.34
2800,2.29,2.45
2800,2.29,2.39
2800,2.38,2.29
2800,2.39,2.35
2800,2.29,2.44
2800,2.29,2.37
2800,2.39,2.30
2800,2.39,2.36
2800,2.28,2.43
2800,2.29,2.38
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.31,2.27
2800,2.39,2.32
2800,2.37,2.47
2800,2.30,2.41
2800,2.32,2.26
2800,2.38,2.33
2800,2.37,2.45
2800,2.31,2.39
2800,2.33,2.28
2800,2.38,2.33
2800,2.36,2.45
2800,2.31,2.39
2800,2.32,2.29
2800,2.38,2.34
2800,2.29,2.44
2800,2.29,2.38
2800,2.38,2.28
2800,2.39,2.35
2800,2.29,2.43
2800,2.29,2.37
2800,2.39,2.30
2800,2.38,2.35
2800,2.28,2.43
2800,2.30,2.25
2800,2.39,2.29
2800,2.38,2.38
2800,2.29,2.42
2800,2.31,2.26
2800,2.39,2.32
2800,2.38,2.47
2800,2.30,2.42
2800,2.31,2.27
2800,2.38,2.32
2800,2.37,2.46
2800,2.29,2.40
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.46
2800,2.29,2.39
2800,2.32,2.27
2800,2.37,2.33
2800,2.36,2.45
2800,2.30,2.39
2800,2.39,2.28
2800,2.39,2.34
2800,2.29,2.44
2800,2.29,2.38
2800,2.38,2.28
2800,2.39,2.35
2800,2.29,2.42
2800,2.30,2.37
2800,2.39,2.30
2800,2.39,2.38
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.39,2.48
2800,2.29,2.42
2800,2.31,2.27
2800,2.39,2.32
2800,2.38,2.46
2800,2.29,2.42
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.46
2800,2.30,2.41
2800,2.32,2.28
2800,2.38,2.34
2800,2.36,2.46
2800,2.30,2.40
2800,2.32,2.27
2800,2.37,2.34
2800,2.28,2.44
2800,2.28,2.39
2800,2.39,2.29
2800,2.39,2.35
2800,2.30,2.44
2800,2.29,2.38
2800,2.39,2.30
2800,2.39,2.36
2800,2.28,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.39,2.48
2800,2.29,2.43
2800,2.31,2.25
2800,2.39,2.32
2800,2.38,2.47
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.32
2800,2.37,2.45
2800,2.29,2.41
2800,2.31,2.26
2800,2.38,2.32
2800,2.37,2.45
2800,2.31,2.40
2800,2.33,2.28
2800,2.38,2.34
2800,2.36,2.45
2800,2.31,2.39
2800,2.32,2.28
2800,2.38,2.35
2800,2.29,2.44
2800,2.29,2.39
2800,2.38,2.29
2800,2.39,2.36
2800,2.29,2.44
2800,2.29,2.37
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.32
2800,2.37,2.47
2800,2.29,2.42
2800,2.31,2.27
2800,2.38,2.31
2800,2.37,2.46
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.39,2.29
2800,2.40,2.35
2800,2.30,2.44
2800,2.30,2.38
2800,2.39,2.29
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.42
2800,2.30,2.26
2800,2.38,2.31
2800,2.38,2.48
2800,2.29,2.42
2800,2.31,2.26
2800,2.39,2.32
2800,2.37,2.46
2800,2.30,2.41
2800,2.32,2.26
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.45
2800,2.30,2.39
2800,2.32,2.28
2800,2.38,2.33
2800,2.29,2.44
2800,2.29,2.39
2800,2.39,2.29
2800,2.39,2.35
2800,2.30,2.44
2800,2.30,2.38
2800,2.39,2.30
2800,2.39,2.37
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.36
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.30
2800,2.38,2.47
2800,2.29,2.41
2800,2.30,2.27
2800,2.38,2.31
2800,2.37,2.45
2800,2.29,2.41
2800,2.32,2.27
2800,2.38,2.32
2800,2.36,2.46
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.45
2800,2.30,2.39
2800,2.33,2.29
2800,2.38,2.35
2800,2.29,2.45
2800,2.29,2.39
2800,2.38,2.29
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.42
2800,2.30,2.25
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.30,2.26
2800,2.39,2.32
2800,2.38,2.46
2800,2.29,2.40
2800,2.31,2.26
2800,2.38,2.32
2800,2.37,2.45
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.33
2800,2.36,2.44
2800,2.30,2.39
2800,2.31,2.28
2800,2.37,2.34
2800,2.36,2.45
2800,2.31,2.39
2800,2.39,2.29
2800,2.39,2.35
2800,2.30,2.45
2800,2.29,2.39
2800,2.39,2.30
2800,2.39,2.36
2800,2.28,2.43
2800,2.29,2.37
2800,2.39,2.30
2800,2.38,2.37
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.31
2800,2.38,2.47
2800,2.29,2.42
2800,2.31,2.26
2800,2.39,2.31
2800,2.37,2.46
2800,2.30,2.41
2800,2.31,2.27
2800,2.38,2.33
2800,2.36,2.46
2800,2.30,2.40
2800,2.32,2.27
2800,2.38,2.34
2800,2.36,2.46
2800,2.30,2.39
2800,2.33,2.28
2800,2.38,2.35
2800,2.28,2.45
2800,2.28,2.38
2800,2.39,2.29
2800,2.39,2.35
2800,2.30,2.44
2800,2.29,2.38
2800,2.39,2.30
2800,2.39,2.36
2800,2.29,2.43
2800,2.30,2.37
2800,2.39,2.30
2800,2.38,2.36
2800,2.29,2.42
2900,2.27,2.28
2900,2.33,2.45
2900,2.32,2.26
2900,2.35,2.47
2900,2.32,2.37
2900,2.34,2.45
2900,2.39,2.30
2900,2.32,2.40
2900,2.36,2.38
2900,2.34,2.28
2900,2.29,2.41
2900,2.36,2.33
2900,2.33,2.25
2900,2.27,2.44
2900,2.37,2.30
2900,2.31,2.39
2900,2.35,2.47
2900,2.40,2.28
2900,2.31,2.41
2900,2.36,2.34
2900,2.33,2.26
2900,2.27,2.44
2900,2.37,2.32
2900,2.31,2.39
2900,2.34,2.47
2900,2.40,2.29
2900,2.31,2.41
2900,2.36,2.34
2900,2.33,2.26
2900,2.27,2.43
2900,2.37,2.33
2900,2.32,2.39
2900,2.34,2.45
2900,2.40,2.29
2900,2.32,2.40
2900,2.36,2.35
2900,2.34,2.28
2900,2.28,2.42
2900,2.37,2.32
2900,2.32,2.38
2900,2.34,2.45
2900,2.40,2.30
2900,2.31,2.39
2900,2.35,2.35
2900,2.33,2.27
2900,2.28,2.42
2900,2.36,2.33
2900,2.32,2.37
2900,2.34,2.44
2900,2.39,2.31
2900,2.32,2.39
2900,2.35,2.37
2900,2.33,2.28
2900,2.28,2.42
2900,2.36,2.34
2900,2.32,2.25
2900,2.27,2.44
2900,2.37,2.31
2900,2.31,2.40
2900,2.35,2.47
2900,2.40,2.28
2900,2.31,2.43
2900,2.37,2.34
2900,2.33,2.27
2900,2.27,2.43
2900,2.37,2.31
2900,2.31,2.38
2900,2.35,2.46
2900,2.41,2.28
2900,2.32,2.40
2900,2.36,2.35
2900,2.34,2.27
2900,2.27,2.43
2900,2.36,2.31
2900,2.32,2.37
2900,2.34,2.46
2900,2.40,2.29
2900,2.31,2.41
2900,2.36,2.35
2900,2.34,2.27
2900,2.28,2.44
2900,2.37,2.33
2900,2.32,2.38
2900,2.34,2.46
2900,2.40,2.30
2900,2.32,2.40
2900,2.36,2.36
2900,2.34,2.27
2900,2.28,2.43
2900,2.37,2.33
2900,2.33,2.26
2900,2.35,2.44
2900,2.39,2.31
2900,2.31,2.40
2900,2.35,2.47
2900,2.34,2.27
2900,2.28,2.42
2900,2.36,2.33
2900,2.33,2.26
2900,2.27,2.43
2900,2.37,2.31
2900,2.31,2.39
2900,2.34,2.47
2900,2.40,2.28
2900,2.31,2.41
2900,2.37,2.34
2900,2.33,2.26
2900,2.27,2.44
2900,2.37,2.31
2900,2.31,2.39
2900,2.35,2.46
2900,2.41,2.29
2900,2.32,2.42
2900,2.37,2.34
2900,2.34,2.27
2900,2.27,2.43
2900,2.37,2.32
2900,2.32,2.39
2900,2.34,2.46
2900,2.40,2.29
2900,2.31,2.41
2900,2.36,2.35
2900,2.34,2.27
2900,2.28,2.43
2900,2.37,2.32
2900,2.32,2.37
2900,2.34,2.45
2900,2.40,2.29
2900,2.31,2.40
2900,2.36,2.36
2900,2.33,2.27
2900,2.28,2.43
2900,2.36,2.33
2900,2.32,2.25
2900,2.34,2.45
2900,2.39,2.30
2900,2.32,2.40
2900,2.35,2.47
2900,2.34,2.27
2900,2.28,2.42
2900,2.36,2.34
2900,2.32,2.26
2900,2.27,2.44
2900,2.37,2.32
2900,2.31,2.40
2900,2.35,2.46
2900,2.40,2.29
2900,2.31,2.42
2900,2.37,2.34
2900,2.33,2.26
2900,2.27,2.44
2900,2.37,2.31
2900,2.31,2.39
2900,2.34,2.47
2900,2.40,2.29
2900,2.31,2.41
2900,2.36,2.34
2900,2.33,2.26
2900,2.27,2.42
2900,2.37,2.32
2900,2.32,2.39
2900,2.34,2.46
2900,2.40,2.29
2900,2.31,2.40
2900,2.36,2.35
2900,2.33,2.28
2900,2.27,2.43
2900,2.37,2.34
2900,2.32,2.38
2900,2.35,2.46
2900,2.40,2.31
2900,2.32,2.40
2900,2.36,2.36
2900,2.34,2.27
2900,2.28,2.42
2900,2.36,2.32
2900,2.32,2.38
2900,2.34,2.44
2900,2.39,2.30
2900,2.32,2.40
2900,2.36,2.37
2900,2.34,2.27
2900,2.28,2.42
2900,2.36,2.33
2900,2.32,2.26
2900,2.27,2.43
2900,2.37,2.31
2900,2.31,2.39
2900,2.35,2.47
2900,2.40,2.28
2900,2.31,2.41
2900,2.36,2.33
2900,2.33,2.25
2900,2.27,2.43
2900,2.36,2.32
2900,2.31,2.39
2900,2.35,2.46
2900,2.41,2.29
2900,2.31,2.41
2900,2.36,2.34
2900,2.33,2.27
2900,2.27,2.42
2900,2.37,2.33
2900,2.32,2.39
2900,2.34,2.46
2900,2.40,2.30
2900,2.32,2.40
2900,2.36,2.35
2900,2.34,2.27
2900,2.28,2.43
2900,2.36,2.32
2900,2.32,2.38
2900,2.35,2.45
2900,2.40,2.29
2900,2.32,2.39
2900,2.36,2.35
2900,2.34,2.28
2900,2.28,2.42
2900,2.36,2.33
2900,2.32,2.38
2900,2.34,2.45
2900,2.39,2.30
2900,2.32,2.39
2900,2.36,2.37
2900,2.34,2.28
2900,2.29,2.43
2900,2.36,2.33
2900,2.33,2.26
2900,2.27,2.44
2900,2.37,2.31
2900,2.31,2.39
2900,2.35,2.47
2900,2.40,2.28
2900,2.31,2.41
2900,2.37,2.35
2900,2.33,2.26
2900,2.27,2.44
2900,2.37,2.31
2900,2.31,2.38
2900,2.35,2.45
2900,2.40,2.29
2900,2.31,2.41
2900,2.36,2.34
2900,2.33,2.26
2900,2.27,2.43
2900,2.37,2.32
2900,2.32,2.39
2900,2.34,2.46
2900,2.40,2.29
2900,2.32,2.40
2900,2.36,2.34
2900,2.34,2.28
2900,2.28,2.43
2900,2.37,2.33
2900,2.32,2.38
2900,2.34,2.45
2900,2.40,2.29
2900,2.32,2.40
2900,2.36,2.35
2900,2.33,2.27
2900,2.28,2.42
2900,2.36,2.32
2900,2.32,2.38
2900,2.34,2.44
2900,2.39,2.30
2900,2.31,2.40
2900,2.36,2.47
2900,2.34,2.28
2900,2.28,2.41
2900,2.36,2.33
2900,2.32,2.26
2900,2.27,2.44
2900,2.37,2.31
2900,2.31,2.38
2900,2.35,2.47
2900,2.40,2.29
2900,2.31,2.42
2900,2.37,2.34
2900,2.33,2.26
2900,2.28,2.44
2900,2.37,2.32
2900,2.32,2.39
2900,2.35,2.46
2900,2.40,2.29
2900,2.31,2.42
2900,2.36,2.34
2900,2.34,2.27
2900,2.27,2.42
2900,2.37,2.32
2900,2.31,2.38
2900,2.34,2.46
2900,2.40,2.29
2900,2.31,2.41
2900,2.36,2.35
2900,2.33,2.26
2900,2.27,2.43
2900,2.37,2.31
2900,2.32,2.38
2900,2.34,2.45
2900,2.39,2.30
2900,2.31,2.39
2900,2.36,2.35
2900,2.33,2.27
2900,2.28,2.42
2900,2.36,2.33
2900,2.32,2.38
2900,2.34,2.45
2900,2.40,2.31
2900,2.32,2.40
2900,2.36,2.38
2900,2.34,2.27
2900,2.29,2.41
2900,2.36,2.33
2900,2.33,2.26
2900,2.27,2.44
2900,2.37,2.30
2900,2.31,2.40
2900,2.35,2.46
2900,2.40,2.28
2900,2.31,2.42
2900,2.37,2.34
2900,2.33,2.26
2900,2.27,2.43
2900,2.37,2.32
2900,2.31,2.39
2900,2.35,2.46
2900,2.40,2.29
2900,2.31,2.42
2900,2.36,2.34
2900,2.33,2.26
2900,2.27,2.42
2900,2.37,2.33
2900,2.32,2.39
2900,2.34,2.46
2900,2.40,2.30
2900,2.32,2.41
2900,2.37,2.35
2900,2.34,2.27
2900,2.28,2.43
2900,2.37,2.32
2900,2.32,2.38
2900,2.34,2.45
2900,2.40,2.30
2900,2.32,2.40
2900,2.36,2.36
2900,2.34,2.27
2900,2.28,2.43
2900,2.36,2.32
2900,2.32,2.37
2900,2.34,2.44
2900,2.39,2.30
2900,2.32,2.40
2900,2.35,2.37
2900,2.34,2.27
2900,2.29,2.41
2900,2.36,2.33
2900,2.32,2.25
2900,2.27,2.44
2900,2.37,2.31
2900,2.31,2.39
2900,2.35,2.46
2900,2.40,2.28
2900,2.31,2.42
2900,2.37,2.34
2900,2.34,2.27
2900,2.28,2.43
2900,2.37,2.31
2900,2.31,2.39
2900,2.35,2.46
2900,2.41,2.29
2900,2.32,2.41
2900,2.36,2.34
2900,2.33,2.26
2900,2.27,2.43
2900,2.37,2.32
2900,2.31,2.38
2900,2.34,2.46
2900,2.40,2.29
2900,2.31,2.40
2900,2.36,2.34
2900,2.33,2.26
2900,2.28,2.43
2900,2.37,2.33
2900,2.32,2.38
2900,2.34,2.46
2900,2.40,2.30
2900,2.31,2.40
2900,2.36,2.36
2900,2.34,2.28
2900,2.28,2.42
2900,2.37,2.33
2900,2.32,2.38
2900,2.34,2.45
2900,2.40,2.31
2900,2.32,2.40
2900,2.36,2.37
2900,2.34,2.28
2900,2.28,2.43
2900,2.36,2.33
2900,2.32,2.26
2900,2.27,2.44
2900,2.37,2.30
2900,2.31,2.39
2900,2.35,2.46
2900,2.40,2.28
2900,2.31,2.41
2900,2.37,2.34
2900,2.33,2.26
2900,2.27,2.43
2900,2.37,2.32
2900,2.31,2.38
2900,2.34,2.46
2900,2.40,2.28
2900,2.31,2.40
2900,2.36,2.34
2900,2.34,2.27
2900,2.27,2.43
2900,2.37,2.33
2900,2.32,2.38
2900,2.35,2.46
2900,2.40,2.30
2900,2.32,2.41
2900,2.36,2.35
2900,2.33,2.27
2900,2.27,2.43
2900,2.36,2.32
2900,2.32,2.38
2900,2.34,2.46
2900,2.39,2.29
2900,2.31,2.40
2900,2.36,2.38
2900,2.34,2.27
